salary_in_usd
5882
50000
76958
93150
144000
110000
115000
82900
208775
79833
100000
42197
140250
36259
209100
150000
235000
144000
98158
136620
65949
70912
180000
52000
42000
112900
115000
78526
153000
196979
225000
100000
120000
140000
105000
50000
132320
65949
256000
104702
58000
18907
135000
160000
82528
99360
12000
5707
100000
16228
76833
167875
58894
76833
126000
243900
58035
125000
124190
65438
224000
37236
78526
174000
103160
25532
105000
118187
120000
62726
120000
120000
93427
58255
115934
63831
175000
106260
200100
192600
104890
77364
200000
35735
91614
5679
205300
154000
192564
87932
65438
127221
175100
4000
150000
450000
43331
13400
60000
59303
126500
70139
63810
75000
150000
58000
220000
38776
110000
206699
94665
90320
20000
45807
75000
250000
10000
112900
129000
10000
63831
10354
144000
138350
184700
140000
117789
120000
91000
167000
35590
140000
235000
69741
150000
185100
43966
165220
76940
72000
240000
132320
90000
165400
110500
47899
58000
69999
65000
160080
100000
46597
176000
60000
140000
21983
39263
144854
110925
230000
150260
4000
112900
170000
175000
147000
21844
50000
39263
165000
130026
187442
140000
412000
51519
136000
210000
115500
213120
81666
276000
105400
18442
160000
78526
54094
82744
168000
138000
79039
160000
100000
160080
28399
128875
91237
109024
128875
116914
80000
62649
135000
80000
154600
40000
45391
138600
216000
162674
2859
141300
55000
95550
80000
135000
91614
159000
63711
48000
93000
241000
70500
102100
69336
99703
200000
24000
450000
170000
155000
112872
123000
93700
130800
90000
52351
220110
210000
49461
160000
88654
146000
230000
84900
150000
90320
150000
74130
140400
117104
177000
157000
152500
242000
100000
90734
33511
52396
87932
119059
62651
71444
220000
66022
73000
68147
20000
122346
185000
115934
74000
24823
200000
160000
180000
141846
190200
115000
101570
28609
117789
183228
56256
40570
135000
113476
80000
111775
165000
189650
45760
77684
20000
80000
100000
135000
110000
87000
109000
130000
200000
90000
135000
260000
130000
85000
47282
76940
40189
54957
140000
86703
325000
94564
160000
49461
75774
41689
75000
90320
30428
100000
100000
380000
80000
46809
78791
130000
167000
72500
120160
180000
99050
96282
80000
71982
75000
81666
56000
170000
102100
112900
65013
61300
87738
29751
20000
185000
151000
112000
102839
5409
140000
215300
12000
189650
54000
150000
100000
170000
100000
26005
68428
79197
106260
40481
106000
59102
103000
120000
79833
45807
120000
153000
110037
70000
165400
100000
98000
266400
123000
65000
93700
195000
135000
164000
130000
200000
24342
89294
99000
150000
99000
54957
88654
82500
22611
49646
188000
120000
50000
153667
215300
76833
54238
43966
200000
120600
118000
220110
173762
126500
98158
50180
155000
132320
85000
100000
205300
54742
69000
20000
100000
61896
31615
150000
150000
18053
99100
130000
160000
51064
180000
90000
40038
95746
180000
32974
225000
82528
155000
60757
110000
140400
230000
52351
87932
220000
62726
130000
55000
125000
90700
18000
140400
