salary_in_usd
140000
45896
85000
156600
148261
21669
113000
52351
200000
183600
116000
200000
90734
211500
60000
87932
116150
136994
120000
130000
105000
200000
110000
120000
69741
87425
12901
60000
24823
65438
108800
78791
37300
33808
62000
60000
132000
90320
104702
181940
72212
96113
85000
136600
150000
324000
45807
192400
260000
32974
109280
124333
109280
9466
405000
152000
64849
105000
135000
174000
50000
59102
158200
114047
105000
6072
115000
28476
125000
81000
164996
123000
67000
36643
250000
416000
54957
46759
154600
45618
130000
98158
145000
90320
170000
31875
210000
39916
147800
71786
6072
70000
165000
270000
137141
49268
150000
161342
19609
423000
145000
56738
21637
25000
18442
8000
120000
15966
190000
9272
37825
170000
53192
51321
170000
209100
210000
120000
90000
214000
20171
165000
32974
88654
135000
210000
61467
66265
90000
100000
160000
200000
112300
115000
100800
78526
16904
170000
38400
205300
150075
12103
103691
63900
61300
28369
12000
600000
78000
164996
80000
28016
