salary_in_usd
165000
100000
9466
423000
43966
25532
93150
120000
175000
36643
135000
31875
150000
25000
12103
61300
40000
49461
158200
62000
150000
70000
53192
416000
16228
250000
180000
141300
115000
270000
9272
241000
51321
132320
85000
109280
90000
39263
98158
76833
230000
90000
213120
256000
105000
100000
28369
102100
5679
165000
216000
38400
67000
8000
115000
266400
132000
85000
114047
110000
137141
49268
200000
155000
15966
220000
205300
96113
50000
69000
58894
78526
170000
200000
76958
120000
174000
6072
80000
71982
152000
209100
18053
135000
42197
88654
160080
28476
205300
46597
81666
144000
102839
36259
150000
70500
243900
20000
12000
95550
224000
80000
220110
20171
98158
150260
94665
154000
165220
160080
120000
60000
115000
109000
63810
167000
260000
200000
220000
39916
100000
132320
125000
210000
118187
12000
37825
100000
125000
145000
100000
126000
77684
215300
117789
211500
103160
160000
120160
140400
62726
110925
